,First Name,Last Name,SID,ID,Name,Email Address,Section,hw1_score,hw2_score,hw3_score,hw4_score,hw5_score,hw6_score,hw7_score,hw8_score,hw9_score,hw10_score,exam1_score,exam2_score,exam3_score,hw_avg,ex_avg,final_score,ceiling_score,final_letter_grade
94,Mark,Lopez,msl77920,9650939,"Lopez, Mark Steven",mark.lopez@univ.edu,1,72.5,63.74999999999999,68.75,69.0,92.85714285714286,90.0,64.0,84.28571428571429,75.0,66.66666666666666,94.0,87.0,78.0,74.68095238095239,86.33333333333333,79.34190476190477,80.0,B
95,Mark,Patrick,mjp68159,2003671,"Patrick, Mark Jennifer",mark.patrick@univ.edu,1,87.5,81.25,91.25,84.0,97.14285714285714,82.22222222222221,68.0,61.42857142857143,60.0,91.66666666666666,92.0,65.0,80.0,80.44603174603174,79.0,79.86761904761904,80.0,B
96,Matthew,Gonzalez,mjg41514,1289689,"Gonzalez, Matthew Justin",matthew.gonzalez@univ.edu,1,93.75,92.5,95.0,70.0,65.71428571428571,68.88888888888889,90.0,70.0,96.66666666666667,86.66666666666667,78.0,73.0,60.0,82.91865079365078,70.33333333333333,77.8845238095238,78.0,C
97,Matthew,Smith,mxs33416,7782005,"Smith, Matthew",matthew.smith@univ.edu,1,93.75,66.25,71.25,69.0,75.71428571428571,86.66666666666667,100.0,72.85714285714285,78.33333333333333,70.0,66.0,63.0,93.0,78.38214285714287,74.0,76.62928571428571,77.0,C
98,Melissa,Poole,mxp86000,3042477,"Poole, Melissa",melissa.poole@univ.edu,3,77.5,87.5,87.5,73.0,77.14285714285715,91.11111111111111,86.0,92.85714285714286,90.0,85.0,88.0,97.0,83.0,84.76111111111112,89.33333333333333,86.59,87.0,B
99,Michael,Benton,mxb67936,2469694,"Benton, Michael",michael.benton@univ.edu,3,67.5,82.5,85.0,65.0,71.42857142857143,70.0,98.0,74.28571428571429,80.0,76.66666666666667,78.0,91.0,91.0,77.03809523809524,86.66666666666667,80.88952380952381,81.0,B
100,Michael,Taylor,mat59156,1348888,"Taylor, Michael Ashley",michael.taylor@univ.edu,2,72.5,75.0,62.5,72.0,65.71428571428571,75.55555555555556,74.0,70.0,78.33333333333333,60.0,91.0,68.0,66.0,70.56031746031746,75.0,72.33619047619047,73.0,C
101,Michele,Jones,mxj54725,8373362,"Jones, Michele",michele.jones@univ.edu,1,83.75,76.25,81.25,95.0,90.0,98.88888888888889,84.0,82.85714285714286,71.66666666666667,91.66666666666666,100.0,82.0,63.0,85.53293650793651,81.66666666666667,83.98642857142858,84.0,B
102,Michelle,Scott,mxs33225,8014272,"Scott, Michelle",michelle.scott@univ.edu,2,65.0,68.75,90.0,66.0,62.857142857142854,87.77777777777777,70.0,74.28571428571429,83.33333333333334,70.0,87.0,77.0,92.0,73.80039682539683,85.33333333333333,78.41357142857143,79.0,C
103,Michelle,Lee,mxl67812,7761687,"Lee, Michelle",michelle.lee@univ.edu,1,70.0,85.0,71.25,74.0,75.71428571428571,98.88888888888889,64.0,81.42857142857143,80.0,65.0,91.0,76.0,77.0,76.5281746031746,81.33333333333333,78.45023809523809,79.0,C
104,Nathan,Bates,nsb43944,8879507,"Bates, Nathan Stephanie",nathan.bates@univ.edu,3,85.0,83.75,86.25,72.0,87.14285714285714,88.88888888888889,66.0,91.42857142857143,91.66666666666666,91.66666666666666,71.0,76.0,82.0,84.37936507936507,76.33333333333333,81.16095238095238,82.0,B
105,Nicole,Mann,nxm87406,3795891,"Mann, Nicole",nicole.mann@univ.edu,1,91.25,66.25,100.0,75.0,85.71428571428571,97.77777777777777,98.0,100.0,90.0,75.0,99.0,85.0,97.0,87.89920634920635,93.66666666666667,90.20619047619047,91.0,A
106,Nicole,Edwards,nxe44872,1783442,"Edwards, Nicole",nicole.edwards@univ.edu,3,77.5,95.0,77.5,79.0,91.42857142857143,82.22222222222221,74.0,82.85714285714286,96.66666666666667,85.0,89.0,63.0,65.0,84.11746031746033,72.33333333333333,79.40380952380953,80.0,B
107,Nicole,Patterson,njp08545,7378241,"Patterson, Nicole Jennifer",nicole.patterson@univ.edu,3,82.5,82.5,68.75,89.0,70.0,92.22222222222223,96.0,84.28571428571429,61.66666666666667,88.33333333333333,96.0,91.0,95.0,81.52579365079364,94.0,86.51547619047619,87.0,B
108,Oscar,Rush,oxr30270,3137156,"Rush, Oscar",oscar.rush@univ.edu,2,62.5,70.0,81.25,80.0,60.0,75.55555555555556,68.0,95.71428571428572,95.0,66.66666666666666,74.0,80.0,66.0,75.46865079365078,73.33333333333333,74.6145238095238,75.0,C
109,Paige,King,pmk49230,5400422,"King, Paige Mary",paige.king@univ.edu,1,76.25,76.25,76.25,75.0,90.0,95.55555555555556,86.0,91.42857142857143,83.33333333333334,76.66666666666667,97.0,99.0,63.0,82.6734126984127,86.33333333333333,84.13738095238095,85.0,B
110,Patricia,Evans,pxe53402,9006041,"Evans, Patricia",patricia.evans@univ.edu,3,71.25,92.5,86.25,64.0,81.42857142857143,73.33333333333333,80.0,98.57142857142858,73.33333333333333,80.0,72.0,91.0,68.0,80.06666666666668,77.0,78.84,79.0,C
111,Paul,Johnson,pmj37756,5227994,"Johnson, Paul Mark",paul.johnson@univ.edu,3,91.25,62.5,68.75,65.0,67.14285714285714,84.44444444444444,64.0,78.57142857142857,66.66666666666666,85.0,84.0,80.0,94.0,73.33253968253968,86.0,78.3995238095238,79.0,C
112,Rachel,Dennis,rxd55884,8441601,"Dennis, Rachel",rachel.dennis@univ.edu,3,91.25,83.75,93.75,65.0,61.42857142857143,76.66666666666667,88.0,74.28571428571429,85.0,68.33333333333333,72.0,98.0,86.0,78.74642857142858,85.33333333333333,81.38119047619048,82.0,B
113,Rhonda,Rice,rkr43763,1283046,"Rice, Rhonda Kyle",rhonda.rice@univ.edu,1,96.25,60.0,66.25,68.0,95.71428571428572,74.44444444444444,100.0,61.42857142857143,71.66666666666667,86.66666666666667,61.0,98.0,96.0,78.04206349206348,85.0,80.82523809523809,81.0,B
114,Ricardo,Price,rxp56459,6097881,"Price, Ricardo",ricardo.price@univ.edu,3,96.25,92.5,83.75,67.0,95.71428571428572,64.44444444444444,82.0,85.71428571428571,63.33333333333333,91.66666666666666,68.0,92.0,75.0,82.23730158730157,78.33333333333333,80.67571428571428,81.0,B
115,Richard,Elliott,rge65208,6409860,"Elliott, Richard Gwendolyn",richard.elliott@univ.edu,1,61.25000000000001,80.0,95.0,80.0,70.0,72.22222222222221,82.0,78.57142857142857,61.66666666666667,70.0,66.0,64.0,74.0,75.07103174603174,68.0,72.24261904761904,73.0,C
116,Richard,Bennett,rjb91830,5704583,"Bennett, Richard Jamie",richard.bennett@univ.edu,1,95.0,93.75,96.25,68.0,70.0,88.88888888888889,68.0,64.28571428571429,95.0,88.33333333333333,66.0,97.0,88.0,82.75079365079367,83.66666666666667,83.11714285714287,84.0,B
117,Richard,Saunders,rxs30280,2546149,"Saunders, Richard",richard.saunders@univ.edu,1,66.25,70.0,60.0,87.0,65.71428571428571,61.111111111111114,64.0,81.42857142857143,93.33333333333333,60.0,65.0,93.0,64.0,70.88373015873017,74.0,72.1302380952381,73.0,C
118,Robert,Johnston,rsj94156,9184901,"Johnston, Robert Stephanie",robert.johnston@univ.edu,3,92.5,80.0,80.0,76.0,91.42857142857143,62.22222222222222,64.0,65.71428571428571,71.66666666666667,71.66666666666667,98.0,61.0,74.0,75.51984126984127,77.66666666666667,76.37857142857143,77.0,C
119,Robert,Douglas,rxd29805,2968584,"Douglas, Robert",robert.douglas@univ.edu,2,71.25,66.25,91.25,78.0,60.0,92.22222222222223,82.0,98.57142857142858,73.33333333333333,65.0,86.0,67.0,87.0,77.7876984126984,80.0,78.67261904761904,79.0,C
120,Russell,Flores,rcf61653,9103057,"Flores, Russell Chad",russell.flores@univ.edu,2,60.0,85.0,88.75,77.0,97.14285714285714,100.0,60.0,91.42857142857143,78.33333333333333,93.33333333333333,64.0,78.0,98.0,83.09880952380954,80.0,81.85928571428572,82.0,B
121,Samantha,Smith,sxs90647,4477527,"Smith, Samantha",samantha.smith@univ.edu,2,60.0,76.25,61.25000000000001,70.0,87.14285714285714,96.66666666666667,72.0,84.28571428571429,88.33333333333333,73.33333333333333,69.0,100.0,74.0,76.9261904761905,81.0,78.55571428571429,79.0,C
122,Samuel,Weber,sxw76890,9107140,"Weber, Samuel",samuel.weber@univ.edu,1,88.75,97.5,92.5,86.0,98.57142857142858,90.0,62.0,68.57142857142857,91.66666666666666,73.33333333333333,79.0,96.0,86.0,84.8892857142857,87.0,85.73357142857142,86.0,B
123,Sandra,Thomas,sxt33634,8190682,"Thomas, Sandra",sandra.thomas@univ.edu,1,81.25,82.5,83.75,68.0,98.57142857142858,72.22222222222221,78.0,91.42857142857143,68.33333333333333,63.33333333333333,88.0,62.0,96.0,78.73888888888891,82.0,80.04333333333335,81.0,B
124,Sara,Vasquez,sxv18182,4912187,"Vasquez, Sara",sara.vasquez@univ.edu,1,78.75,81.25,83.75,98.0,100.0,72.22222222222221,64.0,78.57142857142857,66.66666666666666,63.33333333333333,64.0,73.0,75.0,78.65436507936508,70.66666666666667,75.45928571428571,76.0,C
125,Sarah,Jones,sxj49423,4587323,"Jones, Sarah",sarah.jones@univ.edu,3,77.5,61.25000000000001,68.75,80.0,70.0,78.88888888888889,74.0,85.71428571428571,60.0,61.66666666666667,89.0,68.0,94.0,71.77698412698412,83.66666666666667,76.53285714285714,77.0,C
126,Scott,Cervantes,sxc85021,7240958,"Cervantes, Scott",scott.cervantes@univ.edu,3,63.74999999999999,87.5,81.25,78.0,92.85714285714286,75.55555555555556,90.0,94.28571428571428,91.66666666666666,93.33333333333333,60.0,100.0,89.0,84.81984126984128,83.0,84.09190476190477,85.0,B
127,Shawn,Marshall,sgm04582,9707878,"Marshall, Shawn Grace",shawn.marshall@univ.edu,1,87.5,91.25,62.5,96.0,70.0,61.111111111111114,92.0,74.28571428571429,63.33333333333333,65.0,69.0,68.0,62.0,76.29801587301588,66.33333333333333,72.31214285714286,73.0,C
128,Sherry,Rogers,sbr74322,1454597,"Rogers, Sherry Benjamin",sherry.rogers@univ.edu,2,72.5,75.0,61.25000000000001,68.0,71.42857142857143,83.33333333333334,66.0,62.857142857142854,91.66666666666666,93.33333333333333,63.0,92.0,80.0,74.53690476190476,78.33333333333333,76.05547619047618,77.0,C
129,Sherry,Good,smg03171,5780203,"Good, Sherry Mark",sherry.good@univ.edu,2,62.5,60.0,96.25,94.0,77.14285714285715,85.55555555555556,88.0,88.57142857142857,80.0,78.33333333333333,89.0,88.0,64.0,81.03531746031747,80.33333333333333,80.75452380952382,81.0,B
130,Stacy,Johnson,smj00936,8406082,"Johnson, Stacy Michael",stacy.johnson@univ.edu,2,92.5,68.75,75.0,67.0,65.71428571428571,94.44444444444444,86.0,60.0,98.33333333333333,80.0,96.0,80.0,86.0,78.77420634920635,87.33333333333333,82.19785714285715,83.0,B
131,Stephanie,Sampson,sxs30610,3215879,"Sampson, Stephanie",stephanie.sampson@univ.edu,3,96.25,62.5,71.25,81.0,98.57142857142858,93.33333333333333,78.0,77.14285714285715,76.66666666666667,98.33333333333333,87.0,100.0,75.0,83.3047619047619,87.33333333333333,84.91619047619048,85.0,B
132,Stephen,Miller,sem28474,8794639,"Miller, Stephen Elizabeth",stephen.miller@univ.edu,2,62.5,60.0,78.75,77.0,81.42857142857143,90.0,98.0,98.57142857142858,91.66666666666666,68.33333333333333,72.0,70.0,97.0,80.625,79.66666666666667,80.24166666666667,81.0,B
133,Steven,Roberts,skr62062,6984374,"Roberts, Steven Katherine",steven.roberts@univ.edu,2,70.0,93.75,95.0,92.0,84.28571428571429,82.22222222222221,76.0,85.71428571428571,98.33333333333333,81.66666666666667,70.0,80.0,67.0,85.89722222222221,72.33333333333333,80.47166666666666,81.0,B
134,Tamara,Warren,tsw14969,5505240,"Warren, Tamara Shawn",tamara.warren@univ.edu,1,92.5,66.25,60.0,92.0,81.42857142857143,64.44444444444444,88.0,77.14285714285715,93.33333333333333,86.66666666666667,77.0,80.0,99.0,80.1765873015873,85.33333333333333,82.23928571428571,83.0,B
135,Tammy,Leon,tgl37922,9177842,"Leon, Tammy Gregory",tammy.leon@univ.edu,3,78.75,93.75,78.75,70.0,91.42857142857143,96.66666666666667,66.0,78.57142857142857,78.33333333333333,70.0,88.0,90.0,87.0,80.225,88.33333333333333,83.46833333333333,84.0,B
136,Tara,Johnson,txj17476,9756042,"Johnson, Tara",tara.johnson@univ.edu,2,66.25,92.5,81.25,82.0,64.28571428571429,65.55555555555556,96.0,80.0,66.66666666666666,95.0,71.0,91.0,95.0,78.95079365079366,85.66666666666667,81.63714285714286,82.0,B
137,Taylor,Hernandez,thh29195,1735079,"Hernandez, Taylor Harold",taylor.hernandez@univ.edu,1,67.5,65.0,66.25,67.0,80.0,85.55555555555556,66.0,81.42857142857143,86.66666666666667,76.66666666666667,92.0,83.0,98.0,74.20674603174602,91.0,80.92404761904761,81.0,B
138,Thomas,Terry,txt65366,5665427,"Terry, Thomas",thomas.terry@univ.edu,1,90.0,75.0,63.74999999999999,96.0,72.85714285714285,96.66666666666667,62.0,61.42857142857143,68.33333333333333,83.33333333333334,83.0,74.0,99.0,76.93690476190477,85.33333333333333,80.2954761904762,81.0,B
139,Tiffany,Ortega,tmo55387,4682582,"Ortega, Tiffany Maria",tiffany.ortega@univ.edu,1,80.0,70.0,70.0,63.0,82.85714285714286,87.77777777777777,60.0,92.85714285714286,85.0,85.0,70.0,82.0,62.0,77.64920634920637,71.33333333333333,75.12285714285716,76.0,C
140,Timothy,Parker,txp55047,3091027,"Parker, Timothy",timothy.parker@univ.edu,1,62.5,95.0,81.25,72.0,97.14285714285714,72.22222222222221,84.0,71.42857142857143,71.66666666666667,98.33333333333333,73.0,93.0,66.0,80.55436507936507,77.33333333333333,79.26595238095237,80.0,B
141,Timothy,Edwards,tce09928,4325951,"Edwards, Timothy Caroline",timothy.edwards@univ.edu,2,61.25000000000001,90.0,75.0,87.0,70.0,93.33333333333333,60.0,70.0,65.0,100.0,68.0,73.0,71.0,77.15833333333333,70.66666666666667,74.56166666666667,75.0,C
142,Timothy,Ramirez,txr84689,3711195,"Ramirez, Timothy",timothy.ramirez@univ.edu,3,90.0,91.25,81.25,73.0,70.0,87.77777777777777,98.0,81.42857142857143,90.0,85.0,84.0,69.0,87.0,84.77063492063493,80.0,82.86238095238096,83.0,B
143,Tommy,Foster,txf41578,3419285,"Foster, Tommy",tommy.foster@univ.edu,1,61.25000000000001,78.75,63.74999999999999,83.0,91.42857142857143,95.55555555555556,64.0,80.0,85.0,63.33333333333333,78.0,88.0,65.0,76.60674603174604,77.0,76.76404761904763,77.0,C
144,Traci,Joyce,txj12345,3456789,"Joyce, Traci",traci.joyce@univ.edu,1,0.0,96.25,72.5,91.0,94.28571428571428,86.66666666666667,60.0,98.57142857142858,98.33333333333333,88.33333333333333,100.0,84.0,64.0,78.59404761904763,82.66666666666667,80.22309523809525,81.0,B
145,Travis,Washington,txw75701,2213589,"Washington, Travis",travis.washington@univ.edu,1,80.0,83.75,70.0,92.0,71.42857142857143,94.44444444444444,92.0,98.57142857142858,66.66666666666666,86.66666666666667,94.0,74.0,68.0,83.55277777777778,78.66666666666667,81.59833333333333,82.0,B
146,Troy,Raymond,tbr17292,6506766,"Raymond, Troy Bryan",troy.raymond@univ.edu,3,62.5,73.75,98.75,98.0,92.85714285714286,75.55555555555556,88.0,94.28571428571428,75.0,81.66666666666667,91.0,67.0,100.0,84.03650793650795,86.0,84.82190476190476,85.0,B
147,Victoria,Boyd,vkb66346,6035936,"Boyd, Victoria Kimberly",victoria.boyd@univ.edu,2,72.5,76.25,93.75,99.0,74.28571428571429,95.55555555555556,68.0,72.85714285714285,66.66666666666666,83.33333333333334,68.0,93.0,69.0,80.21984126984128,76.66666666666667,78.79857142857145,79.0,C
148,William,Daniel,wad63934,7474490,"Daniel, William Austin",william.daniel@univ.edu,2,60.0,75.0,90.0,76.0,92.85714285714286,66.66666666666666,76.0,88.57142857142857,85.0,60.0,84.0,91.0,95.0,77.00952380952381,90.0,82.2057142857143,83.0,B
149,Woody,Barrera,wxb12345,1234567,"Barrera Jr., Woody",woody.barrera_jr@univ.edu,1,68.75,77.5,91.25,83.0,97.14285714285714,96.66666666666667,72.0,61.42857142857143,75.0,76.66666666666667,86.0,62.0,90.0,79.94047619047618,79.33333333333333,79.69761904761904,80.0,B
